,Movie,Rating
7661,Death Race 2 (2010),[0.00089635]
7636,My Life as McDull (Mak dau goo si) (2001),[0.00089635]
7577,Playing the Victim (Izobrazhaya zhertvu) (2006),[0.00089635]
7613,Nothing to Declare (Rien à déclarer) (2010),[0.00089635]
7611,"Tree of Life, The (2011)",[0.00089635]
7570,Hobo with a Shotgun (2011),[0.00089635]
7478,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",[0.00089635]
7637,Zookeeper (2011),[0.00089635]
7537,Drive Angry (2011),[0.00089635]
7600,Louis Theroux: Law & Disorder (2008),[0.00089635]
7610,The Man from Nowhere (2010),[0.00089635]
7624,Beginners (2010),[0.00089635]
7646,Captain America: The First Avenger (2011),[0.00089635]
221,Just Cause (1995),[0.00088397]
1585,"Addams Family, The (1991)",[0.00081798]
8345,Ride Along (2014),[0.00079099]
8324,Guest from the Future (Gostya iz buduschego) (1985),[0.00079099]
8226,Blue Jasmine (2013),[0.00079099]
8350,Drift (2013),[0.00079099]
547,Cold Fever (Á köldum klaka) (1995),[0.00077537]
7153,Surrogates (2009),[0.00076251]
1566,Tex (1982),[0.00066015]
5542,Moonwalker (1988),[0.00063797]
5289,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",[0.00063413]
5406,"Steamboat Bill, Jr. (1928)",[0.00061974]
3707,Last Orders (2001),[0.000553]
8807,Midnight Special (2015),[0.00054138]
8803,Insurgent (2015),[0.00054138]
5411,Dinner at Eight (1933),[0.00052091]
8500,If I Stay (2014),[0.00049466]
6143,Ultraviolet (2006),[0.00049141]
6140,Eight Below (2006),[0.00049141]
1115,SubUrbia (1997),[0.00045557]
7080,Eichmann (2007),[0.00037923]
7077,"Librarian, The: The Curse of the Judas Chalice (2008)",[0.00037923]
7083,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),[0.00037923]
6443,Dead Silence (2007),[0.00036818]
6444,Reign Over Me (2007),[0.00036818]
5653,Dog Days (Hundstage) (2001),[0.00029415]
358,"Air Up There, The (1994)",[0.00025605]
3125,Losin' It (1983),[0.00022806]
5624,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),[0.0001071]
2270,Bride of Re-Animator (1990),[2.65616695e-05]
6384,The Little World of Don Camillo (1952),[-2.45559942e-06]
1790,Psycho (1998),[-4.06266246e-05]
4043,First Monday in October (1981),[-8.79565668e-05]
4046,Gallipoli (1981),[-8.79565668e-05]
4047,Ghost Story (1981),[-8.79565668e-05]
4048,Gregory's Girl (1981),[-8.79565668e-05]
98,Taxi Driver (1976),[-9.66422345e-05]
6897,The Island (2006),[-0.00012493]
5715,"Return, The (Vozvrashcheniye) (2003)",[-0.00026531]
4223,Trail of the Pink Panther (1982),[-0.00040919]
7707,Take Shelter (2011),[-0.00044397]
2844,Mackenna's Gold (1969),[-0.00045676]
2831,Blow-Up (Blowup) (1966),[-0.00045676]
2798,Big Trouble in Little China (1986),[-0.00045676]
2803,Titan A.E. (2000),[-0.00045676]
2836,X-Men (2000),[-0.00045676]
2864,"Black Sabbath (Tre volti della paura, I) (1963)",[-0.00045676]
2851,Interiors (1978),[-0.00045676]
2880,I'm the One That I Want (2000),[-0.00045676]
2884,Cecil B. DeMented (2000),[-0.00045676]
2812,Communion (1989),[-0.00045676]
2859,Coyote Ugly (2000),[-0.00045676]
6603,"Edge of Heaven, The (Auf der anderen Seite) (2007)",[-0.00051737]
341,Bad Company (1995),[-0.000531]
6360,Eragon (2006),[-0.00055601]
6922,Gran Torino (2008),[-0.0005899]
1265,Sliding Doors (1998),[-0.00062808]
7648,One Day (2011),[-0.00063659]
8681,Mad Max: Fury Road (2015),[-0.00078266]
3941,"Swarm, The (1978)",[-0.00078781]
3771,"Rookie, The (2002)",[-0.00078781]
3982,Invincible (2001),[-0.00078781]
3996,Flirting (1991),[-0.00078781]
3998,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)",[-0.00078781]
3888,"Crocodile Hunter: Collision Course, The (2002)",[-0.00078781]
3769,Death to Smoochy (2002),[-0.00078781]
3956,"Transporter, The (2002)",[-0.00078781]
3809,Bob le Flambeur (1955),[-0.00078781]
3787,"Sweetest Thing, The (2002)",[-0.00078781]
6718,Assembly (Ji jie hao) (2007) ,[-0.00081256]
7714,Tyrannosaur (2011),[-0.00082111]
261,Picture Bride (Bijo photo) (1994),[-0.00086403]
2713,"Man with the Golden Gun, The (1974)",[-0.00094581]
8710,Why Man Creates (1968),[-0.00102084]
9429,A Silent Voice (2016),[-0.00102737]
9485,Alien: Covenant (2017),[-0.00102737]
9538,Karlson Returns (1970),[-0.00102737]
9527,Stefan Zweig: Farewell to Europe (2016),[-0.00102737]
9522,Okja (2017),[-0.00102737]
9520,The Beguiled (2017),[-0.00102737]
9434,Split (2017),[-0.00102737]
9435,Underworld: Blood Wars (2016),[-0.00102737]
9436,Miss Sloane (2016),[-0.00102737]
9529,Plain Clothes (1988),[-0.00102737]
9526,Mystère à la Tour Eiffel (2015),[-0.00102737]
9476,Fifty Shades Darker (2017),[-0.00102737]
9456,Marvel One-Shot: Agent Carter (2013),[-0.00102737]
9548,Kid's Story (2003),[-0.00102737]
9472,Call Me by Your Name (2017),[-0.00102737]
9437,Passengers (2016),[-0.00102737]
9478,Lemonade (2016),[-0.00102737]
9516,Robin Williams: Live on Broadway (2002),[-0.00102737]
9482,Denis Leary: No Cure for Cancer (1993),[-0.00102737]
9530,The Prime Gig (2000),[-0.00102737]
9473,Mudbound (2017),[-0.00102737]
9504,Sandy Wexler (2017),[-0.00102737]
9460,Kizumonogatari III: Cold Blood (2017),[-0.00102737]
9455,"Dana Carvey: Straight White Male, 60 (2016)",[-0.00102737]
9462,Get Out (2017),[-0.00102737]
9499,Baywatch (2017),[-0.00102737]
9543,Tickling Giants (2017),[-0.00102737]
9490,Dave Chappelle: The Age of Spin (2017),[-0.00102737]
9497,Band of Brothers (2001),[-0.00102737]
9510,Mini's First Time (2006),[-0.00102737]
9501,The Mummy (2017),[-0.00102737]
9454,The Good Boy (2016),[-0.00102737]
3196,Moulin Rouge (2001),[-0.00104519]
3742,"Octagon, The (1980)",[-0.00106302]
5559,Days of Being Wild (A Fei jingjyuhn) (1990),[-0.00108554]
6744,Made of Honor (2008),[-0.00109962]
5027,Mogambo (1953),[-0.00112493]
5709,"Interpreter, The (2005)",[-0.00119337]
5716,Flight of the Phoenix (2004),[-0.00119337]
5735,Charlie and the Chocolate Factory (2005),[-0.00119337]
4230,"Jungle Book 2, The (2003)",[-0.00121547]
5534,Hell Comes to Frogtown (1988),[-0.00126206]
572,Angus (1995),[-0.00126894]
3179,Frankie and Johnny (1966),[-0.00126948]
7716,We Need to Talk About Kevin (2011),[-0.00142285]
7713,Beautiful Boy (2010),[-0.00142285]
7711,Footloose (2011),[-0.00142285]
3534,Brubaker (1980),[-0.00143819]
3638,"Lord of the Rings: The Fellowship of the Ring, The (2001)",[-0.00144595]
5618,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),[-0.00148866]
5677,Nicotina (2003),[-0.0015235]
6776,Young People Fucking (a.k.a. YPF) (2007),[-0.00155434]
7011,State of Play (2009),[-0.0015623]
5895,Unleashed (Danny the Dog) (2005),[-0.00158596]
6361,Rocky Balboa (2006),[-0.00163458]
5346,Taxi (2004),[-0.0016948]
5687,"Twilight Samurai, The (Tasogare Seibei) (2002)",[-0.00186534]
7476,Beastly (2011),[-0.00189812]
1929,Forces of Nature (1999),[-0.00200185]
7017,Sin Nombre (2009),[-0.00202692]
7013,Crank: High Voltage (2009),[-0.00202692]
7012,"Damned United, The (2009)",[-0.00202692]
8565,Dead Snow 2: Red vs. Dead (2014) ,[-0.00206614]
8559,Zulu (2013),[-0.00206614]
8566,Volga - Volga (1938),[-0.00206614]
6235,Garfield: A Tail of Two Kitties (2006),[-0.00206935]
3133,4 Little Girls (1997),[-0.00212028]
5826,Cube Zero (2004),[-0.00212895]
2124,Medicine Man (1992),[-0.00214559]
6020,Darwin's Nightmare (2004),[-0.00216656]
7708,Three Outlaw Samurai (Sanbiki no samurai) (1964),[-0.00239071]
7706,BlinkyTM (2011),[-0.00239071]
5853,Fever Pitch (2005),[-0.00242595]
5847,Memories (Memorîzu) (1995),[-0.00242595]
5178,Hope Springs (2003),[-0.00245709]
5696,Red Lights (Feux rouges) (2004),[-0.00248676]
7308,"Emperor's New Groove 2: Kronk's New Groove, The (2005)",[-0.00249139]
8895,Entourage (2015),[-0.00251322]
3589,"Now, Voyager (1942)",[-0.00251811]
6920,Che: Part Two (2008),[-0.002522]
2707,Monsieur Verdoux (1947),[-0.00255404]
8756,Hard Promises (1991),[-0.00256314]
7396,I Killed My Mother (J'ai tué ma mère) (2009),[-0.00258266]
3252,Big Deal on Madonna Street (I Soliti Ignoti) (1958),[-0.00259952]
5502,Five Deadly Venoms (1978),[-0.00268843]
5507,Love at First Bite (1979),[-0.00268843]
5652,Pulse (Kairo) (2001),[-0.00276271]
5642,Jalla! Jalla! (2000),[-0.00276271]
5639,61* (2001),[-0.00276271]
5635,Paradise Lost 2: Revelations (2000),[-0.00276271]
5651,Cube 2: Hypercube (2002),[-0.00276271]
5665,"Sound of Thunder, A (2005)",[-0.00276271]
5641,Ripley's Game (2002),[-0.00276271]
5664,Battlestar Galactica (2003),[-0.00276271]
5663,Suicide Club (Jisatsu saakuru) (2001),[-0.00276271]
5640,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),[-0.00276271]
1724,Practical Magic (1998),[-0.00279602]
1391,"X-Files: Fight the Future, The (1998)",[-0.00280044]
1377,Almost Heroes (1998),[-0.00280044]
1355,Live Flesh (Carne trémula) (1997),[-0.00280044]
1305,Dark City (1998),[-0.00280044]
1334,Paulie (1998),[-0.00280044]
6996,Monsters vs. Aliens (2009),[-0.00281632]
5182,Book of Love (1990),[-0.00284656]
6163,"Shaggy Dog, The (2006)",[-0.00285371]
5688,"Facing Windows (Finestra di fronte, La) (2003)",[-0.0028664]
7224,"Book of Eli, The (2010)",[-0.00286978]
3640,"Beautiful Mind, A (2001)",[-0.00287994]
8108,Universal Soldier: Day of Reckoning (2012),[-0.00288379]
8088,Movie 43 (2013),[-0.00288379]
8125,"Call, The (2013)",[-0.00288379]
4006,Below (2002),[-0.00292724]
854,"Return of the Pink Panther, The (1975)",[-0.0030609]
2809,"Adventures of Rocky and Bullwinkle, The (2000)",[-0.00307942]
814,Crossfire (1947),[-0.00310369]
5321,Paparazzi (2004),[-0.00313951]
8110,Before Midnight (2013),[-0.00314577]
6758,"Bigger, Stronger, Faster* (2008)",[-0.00322728]
6895,Saw V (2008),[-0.00322728]
6794,Shrooms (2007),[-0.00322728]
6893,Camp Rock (2008),[-0.00322728]
6855,"Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto) (1954)",[-0.00322728]
6805,Hogfather (Terry Pratchett's Hogfather) (2006),[-0.00322728]
6774,Hancock (2008),[-0.00322728]
6801,Step Brothers (2008),[-0.00322728]
6813,Frozen River (2008),[-0.00322728]
6849,"Crow, The: Wicked Prayer (2005)",[-0.00322728]
6877,Babylon 5: The Lost Tales - Voices in the Dark (2007),[-0.00322728]
6769,"Happening, The (2008)",[-0.00322728]
6811,"Mummy: Tomb of the Dragon Emperor, The (2008)",[-0.00322728]
6795,Transsiberian (2008),[-0.00322728]
6882,Blindness (2008),[-0.00322728]
6834,Sukiyaki Western Django (2008),[-0.00322728]
6833,Mirrors (2008),[-0.00322728]
6800,Felon (2008),[-0.00322728]
6796,Stargate: Continuum (2008),[-0.00322728]
6853,How to Lose Friends & Alienate People (2008),[-0.00322728]
6747,"Fall, The (2006)",[-0.00322728]
6806,Pathology (2008),[-0.00322728]
6778,Futurama: The Beast with a Billion Backs (2008),[-0.00322728]
6904,Milk (2008),[-0.00322728]
6892,Krabat (2008),[-0.00322728]
6891,Crows Zero (Kurôzu zero) (2007),[-0.00322728]
6817,Pineapple Express (2008),[-0.00322728]
6845,Altered (2006),[-0.00322728]
6727,Street Kings (2008),[-0.00322728]
6766,Chaos Theory (2007),[-0.00322728]
6869,"Secret Life of Bees, The (2008)",[-0.00322728]
6840,"Onion Movie, The (2008)",[-0.00322728]
6835,Somers Town (2008),[-0.00322728]
6825,Mutant Chronicles (2008),[-0.00322728]
6790,"It's the Great Pumpkin, Charlie Brown (1966)",[-0.00322728]
6726,Superhero Movie (2008),[-0.00322728]
6863,"20,000 Leagues Under the Sea (1916)",[-0.00322728]
6865,Zack and Miri Make a Porno (2008),[-0.00322728]
6866,W. (2008),[-0.00322728]
2129,"Muse, The (1999)",[-0.00323518]
6303,Land of Plenty (Angst and Alienation in America) (2004),[-0.00329475]
2248,RoboCop (1987),[-0.0032962]
6236,Metal: A Headbanger's Journey (2005),[-0.00330918]
6973,Afro Samurai: Resurrection (2009),[-0.00333856]
5935,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",[-0.00339366]
7428,Sintel (2010),[-0.00344181]
4767,"Front Page, The (1974)",[-0.0034477]
1634,Torn Curtain (1966),[-0.00346177]
2947,Two Family House (2000),[-0.00346482]
6734,Religulous (2008),[-0.0035281]
3714,Queen of the Damned (2002),[-0.00359983]
6212,Cars (2006),[-0.00370573]
5095,Jack the Bear (1993),[-0.00373524]
6222,"You, Me and Dupree (2006)",[-0.00375735]
5601,Emma (1996),[-0.00376856]
7371,Despicable Me (2010),[-0.00388624]
1008,Blue Juice (1995),[-0.00389377]
6042,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),[-0.00403698]
8538,Plastic (2014),[-0.00407394]
8535,Ward 13 (2003),[-0.00407394]
8547,The Book of Life (2014),[-0.00407394]
8530,Stretch (2014),[-0.00407394]
1762,"Celebration, The (Festen) (1998)",[-0.00408902]
7309,Steam of Life (Miesten vuoro) (2010),[-0.00427771]
7354,"A-Team, The (2010)",[-0.00427771]
7317,"Union: The Business Behind Getting High, The (2007)",[-0.00427771]
7366,Endgame (2009),[-0.00427771]
7293,Leaves of Grass (2009),[-0.00427771]
7297,Case 39 (2009),[-0.00427771]
7262,Cop Out (2010),[-0.00427771]
7298,Oceans (Océans) (2009),[-0.00427771]
7361,TiMER (2009),[-0.00427771]
7305,Clash of the Titans (2010),[-0.00427771]
5393,Bush's Brain (2004),[-0.00430419]
832,"Doors, The (1991)",[-0.00432312]
6434,"Abandoned, The (2006)",[-0.00434269]
6193,"Sentinel, The (2006)",[-0.00437874]
6135,Firewall (2006),[-0.00438896]
3666,Snow Dogs (2002),[-0.00444629]
3668,Italian for Beginners (Italiensk for begyndere) (2000),[-0.00444629]
3671,Dragon: The Bruce Lee Story (1993),[-0.00444629]
8578,Dumb and Dumber To (2014),[-0.00448404]
4943,Laws of Attraction (2004),[-0.00449681]
1889,"Ballad of Narayama, The (Narayama bushiko) (1983)",[-0.00456044]
7458,Unstoppable (2010),[-0.00474259]
8387,Need for Speed (2014),[-0.004793]
8426,Godzilla (2014),[-0.004793]
8421,Neighbors (2014),[-0.004793]
4663,Darkman (1990),[-0.00481695]
6416,Music and Lyrics (2007),[-0.00484329]
76,Angels and Insects (1995),[-0.00486301]
8194,Pacific Rim (2013),[-0.00493322]
5845,"Touch of Zen, A (Xia nu) (1971)",[-0.00493873]
7250,Triangle (2009),[-0.00497607]
972,Down by Law (1986),[-0.00498098]
7768,"Dark Knight Rises, The (2012)",[-0.00502177]
4739,Dark Victory (1939),[-0.00502647]
5905,"Longest Yard, The (2005)",[-0.00503941]
4708,"Midnight Clear, A (1992)",[-0.00513309]
4716,Show Me Love (Fucking Åmål) (1998),[-0.00513309]
4718,High Heels (Tacones lejanos) (1991),[-0.00513309]
8494,"Pretty One, The (2013)",[-0.00524342]
3236,Crazy/Beautiful (2001),[-0.00525269]
2486,Happy Go Lovely (1951),[-0.00535471]
3577,Out Cold (2001),[-0.00538075]
6186,Candy (2006),[-0.00542863]
7591,Louis C.K.: Chewed Up (2008),[-0.00543744]
7635,Takers (2010),[-0.00543744]
8705,Cake (2014),[-0.00551427]
8706,Kevin Smith: Too Fat For 40 (2010),[-0.00551427]
2552,"Crimson Pirate, The (1952)",[-0.00551653]
5501,"Turning Point, The (1977)",[-0.0056245]
6166,Youth of the Beast (Yaju no seishun) (1963),[-0.00566072]
9053,Green Room (2015),[-0.00570333]
9083,Jump In! (2007),[-0.00570333]
5194,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),[-0.00585159]
7256,Valentine's Day (2010),[-0.00586368]
5634,Monday (2000),[-0.00589197]
3370,Dad (1989),[-0.00596108]
7350,Splice (2009),[-0.00596518]
2472,Eaten Alive (1977),[-0.0060356]
8829,Batman vs. Robin (2015),[-0.00613743]
2873,Air America (1990),[-0.00619777]
5341,Cannibal Holocaust (1980),[-0.00622214]
7336,Stingray Sam (2009),[-0.00624006]
4267,King of Kings (1961),[-0.00629571]
1832,"Civil Action, A (1998)",[-0.00631369]
1810,Rocky III (1982),[-0.00631828]
6712,Drillbit Taylor (2008),[-0.0065088]
114,Man of the Year (1995),[-0.00675507]
5156,"Caine Mutiny, The (1954)",[-0.00682511]
5301,"Village, The (2004)",[-0.00683722]
2469,Snow Day (2000),[-0.0068426]
3754,Taps (1981),[-0.00684281]
5764,"Life and Death of Peter Sellers, The (2004)",[-0.00691393]
2327,"World Is Not Enough, The (1999)",[-0.00696406]
6396,Smokin' Aces (2006),[-0.00696574]
5225,White Chicks (2004),[-0.00697558]
4027,Staying Alive (1983),[-0.00697672]
5453,"Carabineers, The (Carabiniers, Les) (1963)",[-0.00703936]
5468,Point Blank (1967),[-0.00703936]
5482,Charley Varrick (1973),[-0.00703936]
5454,"Hush... Hush, Sweet Charlotte (1964)",[-0.00703936]
5489,"Holy Mountain, The (Montaña sagrada, La) (1973)",[-0.00703936]
5486,California Split (1974),[-0.00703936]
5490,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",[-0.00703936]
5488,Gone in 60 Seconds (1974),[-0.00703936]
6956,Underworld: Rise of the Lycans (2009),[-0.0070579]
7154,Zombieland (2009),[-0.00717763]
6393,Waitress (2007),[-0.00718839]
8590,Jurassic World (2015),[-0.00720921]
8591,Watermark (2014),[-0.00720921]
4122,Android (1982),[-0.00722834]
4696,"Lover, The (Amant, L') (1992)",[-0.00730412]
2359,"End of the Affair, The (1999)",[-0.00735089]
4944,Mean Girls (2004),[-0.0073571]
6738,Super High Me (2007),[-0.00736647]
6721,Shine a Light (2008),[-0.00754097]
4481,Uptown Girls (2003),[-0.00756938]
4814,Along Came Polly (2004),[-0.00759088]
828,Reservoir Dogs (1992),[-0.00768556]
5586,"Stand, The (1994)",[-0.0076923]
3708,After the Fox (Caccia alla volpe) (1966),[-0.0076936]
4065,Roger Dodger (2002),[-0.00769749]
6716,"Shepherd: Border Patrol, The (2008)",[-0.00770642]
6371,Inland Empire (2006),[-0.00776395]
8498,"Sacrament, The (2013)",[-0.00778438]
8499,Sin City: A Dame to Kill For (2014),[-0.00778438]
2544,"Night to Remember, A (1958)",[-0.00780215]
2313,Tora! Tora! Tora! (1970),[-0.007877]
3635,Jimmy Neutron: Boy Genius (2001),[-0.00788274]
3634,How High (2001),[-0.00788274]
2473,Raining Stones (1993),[-0.00802595]
3054,"Brave Little Toaster, The (1987)",[-0.00802674]
4948,Troy (2004),[-0.00807705]
3205,"Night, The (Notte, La) (1960)",[-0.00814978]
3180,Frankie and Johnny (1991),[-0.00814978]
4479,Open Range (2003),[-0.00815068]
7243,3 Idiots (2009),[-0.00819451]
3273,Sweet Smell of Success (1957),[-0.00830266]
5371,Saw (2004),[-0.0083898]
5322,Wicker Park (2004),[-0.0083898]
5794,Hitch (2005),[-0.0083969]
6932,War of the Worlds (2005),[-0.00842474]
6935,Choke (2008),[-0.00842474]
3429,"Tall Guy, The (1989)",[-0.00843452]
3416,Cure (1997),[-0.00843452]
3472,Summer Catch (2001),[-0.00843452]
3492,Haiku Tunnel (2001),[-0.00843452]
3410,America's Sweethearts (2001),[-0.00843452]
6233,Jet Li's Fearless (Huo Yuan Jia) (2006),[-0.00844689]
7667,My Afternoons with Margueritte (La tête en friche) (2010),[-0.00846671]
7673,Hesher (2010),[-0.00846671]
8940,Ghost in the Shell 2.0 (2008),[-0.00848497]
8942,Kevin Hart: Laugh at My Pain (2011),[-0.00848497]
8933,Scooby-Doo! and the Samurai Sword (2009),[-0.00848497]
8939,George Carlin: You Are All Diseased (1999),[-0.00848497]
8946,Kung Fu Panda: Secrets of the Masters (2011),[-0.00848497]
2791,"Fury, The (1978)",[-0.00851779]
8585,Virunga (2014),[-0.00856482]
478,Super Mario Bros. (1993),[-0.00867543]
3088,"Million Dollar Hotel, The (2001)",[-0.00869094]
3250,Another Woman (1988),[-0.00875362]
3524,Hearts in Atlantis (2001),[-0.00880269]
1825,"General, The (1998)",[-0.00883379]
1858,Crocodile Dundee (1986),[-0.00883379]
8594,Hit by Lightning (2014),[-0.00885921]
4862,"Dreamers, The (2003)",[-0.00886587]
3141,Memento (2000),[-0.00894405]
7072,My Sister's Keeper (2009),[-0.0089455]
3297,18 Again! (1988),[-0.00897824]
4164,Nicholas Nickleby (2002),[-0.00898775]
1968,Night of the Comet (1984),[-0.00906307]
2418,Batman: Mask of the Phantasm (1993),[-0.00906728]
582,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",[-0.00908656]
3355,They Live (1988),[-0.00909718]
7903,Superman/Batman: Public Enemies (2009),[-0.00910813]
4818,"Great Gatsby, The (1974)",[-0.0091185]
4832,I Was a Male War Bride (1949),[-0.0091185]
4829,Dr. Jekyll and Mr. Hyde (1941),[-0.0091185]
4801,Mona Lisa Smile (2003),[-0.0091185]
4784,Naked Lunch (1991),[-0.0091185]
4170,Blue Collar Comedy Tour: The Movie (2003),[-0.0091905]
5590,Major League II (1994),[-0.00920846]
2944,Meet the Parents (2000),[-0.00924048]
918,Ran (1985),[-0.00931046]
2296,Meatballs 4 (1992),[-0.00931067]
6678,Rise of the Footsoldier (2007),[-0.00939427]
6657,P.S. I Love You (2007),[-0.00945684]
5989,Family Guy Presents Stewie Griffin: The Untold Story (2005),[-0.0095888]
2433,Malcolm X (1992),[-0.00969023]
3221,Forgotten Silver (1996),[-0.00970821]
6410,"Ugly Duckling and Me!, The (2006)",[-0.00975002]
4865,Thirteen (2003),[-0.00980507]
3633,White Water Summer (1987),[-0.00992804]
4563,"Brief History of Time, A (1991)",[-0.00993368]
1446,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",[-0.00995714]
7403,"Last Exorcism, The (2010)",[-0.01001174]
208,Farinelli: il castrato (1994),[-0.01002266]
449,"Ref, The (1994)",[-0.01004003]
4546,"Fighting Temptations, The (2003)",[-0.01007883]
7760,Asterix and the Vikings (Astérix et les Vikings) (2006),[-0.01009468]
7936,Treasure Island (2012),[-0.01009468]
7861,"Three Stooges, The (2012)",[-0.01009468]
7789,"Revenant, The (2009)",[-0.01009468]
7739,Tomboy (2011),[-0.01009468]
7746,"Descendants, The (2011)",[-0.01009468]
7874,Think Like a Man (2012),[-0.01009468]
7943,Anaconda: The Offspring (2008),[-0.01009468]
7889,"Pact, The (2012)",[-0.01009468]
7780,Salvation Boulevard (2011),[-0.01009468]
7946,For the Birds (2000),[-0.01009468]
8012,Alex Cross (2012),[-0.01009468]
7927,"Amazing Spider-Man, The (2012)",[-0.01009468]
7854,Detachment (2011),[-0.01009468]
8050,My Lucky Stars (Fuk sing go jiu) (1985),[-0.01009468]
7784,"Way South, The (De weg naar het zuiden) (1981)",[-0.01009468]
8053,"Hobbit: An Unexpected Journey, The (2012)",[-0.01009468]
7938,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",[-0.01009468]
7876,Safe (2012),[-0.01009468]
7834,Mickey's The Prince and the Pauper (1990),[-0.01009468]
7770,Sherlock Holmes: A Game of Shadows (2011),[-0.01009468]
7773,New Year's Eve (2011),[-0.01009468]
8016,Here Comes the Boom (2012),[-0.01009468]
7766,"Snowman, The (1982)",[-0.01009468]
8028,"Bay, The (2012)",[-0.01009468]
7730,Headhunters (Hodejegerne) (2011),[-0.01009468]
7923,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),[-0.01009468]
7820,Journey 2: The Mysterious Island (2012),[-0.01009468]
7797,Einstein and Eddington (2008),[-0.01009468]
7878,96 Minutes (2011) ,[-0.01009468]
7785,Being Elmo: A Puppeteer's Journey (2011),[-0.01009468]
7875,"Lucky One, The (2012)",[-0.01009468]
7996,LOL (2012),[-0.01009468]
7865,Mirror Mirror (2012),[-0.01009468]
8015,Silent Hill: Revelation 3D (2012),[-0.01009468]
7926,Cleanskin (2012),[-0.01009468]
7745,"Sign of Four, The (1987)",[-0.01009468]
8039,Rise of the Guardians (2012),[-0.01009468]
4382,"6th Man, The (Sixth Man, The) (1997)",[-0.01014649]
3413,Hedwig and the Angry Inch (2000),[-0.01015379]
2669,Carnosaur (1993),[-0.01015618]
2842,Anatomy of a Murder (1959),[-0.01019745]
275,Stargate (1994),[-0.01020362]
5841,Greedy (1994),[-0.01022638]
4234,Dennis the Menace (1993),[-0.01024219]
8525,Hector and the Search for Happiness (2014),[-0.01026101]
8541,Fury (2014),[-0.01026645]
5217,"Immigrant, The (1917)",[-0.01028786]
6147,Failure to Launch (2006),[-0.01036317]
7400,Get Low (2009),[-0.01044698]
8600,'71 (2014),[-0.01045182]
8603,Paddington (2014),[-0.01045182]
8606,The Voices (2014),[-0.01045182]
6395,Catch and Release (2006),[-0.01045676]
6364,Another Gay Movie (2006),[-0.01045676]
6373,Notes on a Scandal (2006),[-0.01045676]
6365,"Painted Veil, The (2006)",[-0.01045676]
6424,Citizen X (1995),[-0.01045676]
6409,It's a Boy Girl Thing (2006),[-0.01045676]
6414,Breach (2007),[-0.01045676]
6404,Cocaine Cowboys (2006),[-0.01045676]
6368,Dreamgirls (2006),[-0.01045676]
6386,Alpha Dog (2007),[-0.01045676]
6401,Hannibal Rising (2007),[-0.01045676]
6418,Reno 911!: Miami (2007),[-0.01045676]
5662,Jesus Christ Vampire Hunter (2001),[-0.01047898]
3621,Moscow on the Hudson (1984),[-0.01048382]
1416,"Lost Weekend, The (1945)",[-0.01062238]
1396,Smoke Signals (1998),[-0.01062791]
2132,Bedrooms & Hallways (1998),[-0.01063394]
9205,Stonewall (2015),[-0.01070073]
9176,Parasyte: Part 1 (2014),[-0.01070073]
9223,Zootopia (2016),[-0.01070073]
9177,Parasyte: Part 2 (2015),[-0.01070073]
9260,The Huntsman Winter's War (2016),[-0.01070073]
9105,Sky High (2003),[-0.01070073]
9159,Chi-Raq (2015),[-0.01070073]
9101,Bros Before Hos (2013),[-0.01070073]
9189,Pride and Prejudice and Zombies (2016),[-0.01070073]
9319,Bo Burnham: Make Happy (2016),[-0.01070073]
9270,Despite the Falling Snow (2016),[-0.01070073]
9181,Daddy's Home (2015),[-0.01070073]
9333,Mike & Dave Need Wedding Dates (2016),[-0.01070073]
9126,Dil To Pagal Hai (1997),[-0.01070073]
9170,World of Tomorrow (2015),[-0.01070073]
9222,London Has Fallen (2016),[-0.01070073]
9314,The Fundamentals of Caring (2016),[-0.01070073]
9072,Pawn Sacrifice (2015),[-0.01070073]
9012,George Carlin: Jammin' in New York (1992),[-0.01070073]
9231,Southbound (2016),[-0.01070073]
9304,Comedy of the Strict Regime (1993),[-0.01070073]
9049,Unbelievable Adventures of Italians in Russia (1974),[-0.01070073]
9064,Our Brand Is Crisis (2015),[-0.01070073]
9034,Invincible Shaolin (1978),[-0.01070073]
9146,"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)",[-0.01070073]
9041,Legend (2015),[-0.01070073]
9210,Dirty Grandpa (2016),[-0.01070073]
